合并过程中确认返回 HTTP 404 并从 webview.txt 删除的路径
生成时间：2026-08-26T13:52:48+08:00
数量：242

状态	来源	分类	频道	请求地址	最终地址
404	tv.yml	山东频道	无棣综艺	https://app.litenews.cn/tv-web/js/tv/iapp/live.html?url=https://app.litenews.cn/share/dHZsLTE2OS0yMQ.html	https://app.litenews.cn/tv-web/js/tv/iapp/live.html?url=https://app.litenews.cn/share/dHZsLTE2OS0yMQ.html
404	tv.yml	山东频道	阳信新闻综合	https://iapp.yangxinrongmei.cn/tv-web/js/tv/iapp/live.html?url=https://iapp.yangxinrongmei.cn/share/dHZsLTIxNy0x.html	https://iapp.yangxinrongmei.cn/tv-web/js/tv/iapp/live.html?url=https://iapp.yangxinrongmei.cn/share/dHZsLTIxNy0x.html
404	tv.yml	山东频道	沾化综合	https://iapp.zhanhuarongmei.cn/tv-web/js/tv/iapp/live.html?url=https://iapp.zhanhuarongmei.cn/share/dHZsLTI3Ny0x.html	https://iapp.zhanhuarongmei.cn/tv-web/js/tv/iapp/live.html?url=https://iapp.zhanhuarongmei.cn/share/dHZsLTI3Ny0x.html
404	tv.yml	山东频道	沾化综艺	https://iapp.zhanhuarongmei.cn/tv-web/js/tv/iapp/live.html?url=https://iapp.zhanhuarongmei.cn/share/dHZsLTI3Ny05.html	https://iapp.zhanhuarongmei.cn/tv-web/js/tv/iapp/live.html?url=https://iapp.zhanhuarongmei.cn/share/dHZsLTI3Ny05.html
404	tv.yml	山东频道	德州经济生活	https://iapp.dztv.tv/tv-web/js/tv/iapp/live.html?url=https://iapp.dztv.tv/share/dHZsLTE3OS0y.html	https://iapp.dztv.tv/tv-web/js/tv/iapp/live.html?url=https://iapp.dztv.tv/share/dHZsLTE3OS0y.html
404	tv.yml	山东频道	德州图文	https://iapp.dztv.tv/tv-web/js/tv/iapp/live.html?url=https://iapp.dztv.tv/share/dHZsLTE3OS05.html	https://iapp.dztv.tv/tv-web/js/tv/iapp/live.html?url=https://iapp.dztv.tv/share/dHZsLTE3OS05.html
404	tv.yml	山东频道	陵城综合	https://iapp.lxgdw.com/tv-web/js/tv/iapp/live.html?url=https://iapp.lxgdw.com/share/dHZsLTIxNS02.html	https://iapp.lcrongmei.cn/tv-web/js/tv/iapp/live.html?url=https://iapp.lxgdw.com/share/dHZsLTIxNS02.html
404	tv.yml	山东频道	陵城综合2	https://iapp.dztv.tv/tv-web/js/tv/iapp/live.html?url=https://iapp.dztv.tv/share/dHZsLTE3OS0zNg.html	https://iapp.dztv.tv/tv-web/js/tv/iapp/live.html?url=https://iapp.dztv.tv/share/dHZsLTE3OS0zNg.html
404	tv.yml	山东频道	乐陵新闻综合	https://iapp.laolingrongmei.cn/tv-web/js/tv/iapp/live.html?url=https://iapp.laolingrongmei.cn/share/dHZsLTI2Ny0x.html	https://iapp.laolingrongmei.cn/tv-web/js/tv/iapp/live.html?url=https://iapp.laolingrongmei.cn/share/dHZsLTI2Ny0x.html
404	tv.yml	山东频道	乐陵城市生活	https://iapp.laolingrongmei.cn/tv-web/js/tv/iapp/live.html?url=https://iapp.laolingrongmei.cn/share/dHZsLTI2Ny01.html	https://iapp.laolingrongmei.cn/tv-web/js/tv/iapp/live.html?url=https://iapp.laolingrongmei.cn/share/dHZsLTI2Ny01.html
404	tv.yml	山东频道	临邑1	https://iapp.lyxrmtzx.com/tv-web/js/tv/iapp/live.html?url=https://iapp.lyxrmtzx.com/share/dHZsLTQ5LTM.html	https://iapp.lyxrmtzx.com/tv-web/js/tv/iapp/live.html?url=https://iapp.lyxrmtzx.com/share/dHZsLTQ5LTM.html
404	tv.yml	山东频道	宁津综合	https://iapp.njxrmtzx.cn/tv-web/js/tv/iapp/live.html?url=https://iapp.njxrmtzx.cn/share/dHZsLTE5My0x.html	https://iapp.njxrmtzx.cn/tv-web/js/tv/iapp/live.html?url=https://iapp.njxrmtzx.cn/share/dHZsLTE5My0x.html
404	tv.yml	山东频道	平原综合	https://iapp.pyxwapp.com/tv-web/js/tv/iapp/live.html?url=https://iapp.pyxwapp.com/share/dHZsLTE5LTI.html	https://iapp.pyxwapp.com/tv-web/js/tv/iapp/live.html?url=https://iapp.pyxwapp.com/share/dHZsLTE5LTI.html
404	tv.yml	山东频道	庆云综合	https://iapp.dztv.tv/tv-web/js/tv/iapp/live.html?url=https://iapp.dztv.tv/share/dHZsLTE3OS02NQ.html	https://iapp.dztv.tv/tv-web/js/tv/iapp/live.html?url=https://iapp.dztv.tv/share/dHZsLTE3OS02NQ.html
404	tv.yml	山东频道	武城综合	https://iapp.wuchengrmtzx.cn/tv-web/js/tv/iapp/live.html?url=https://iapp.wuchengrmtzx.cn/share/dHZsLTMzLTQ.html	https://iapp.wuchengrmtzx.cn/tv-web/js/tv/iapp/live.html?url=https://iapp.wuchengrmtzx.cn/share/dHZsLTMzLTQ.html
404	tv.yml	山东频道	武城综艺影视	https://iapp.dztv.tv/tv-web/js/tv/iapp/live.html?url=https://iapp.dztv.tv/share/dHZsLTE3OS01OA.html	https://iapp.dztv.tv/tv-web/js/tv/iapp/live.html?url=https://iapp.dztv.tv/share/dHZsLTE3OS01OA.html
404	tv.yml	山东频道	夏津综合	https://iapp.dztv.tv/tv-web/js/tv/iapp/live.html?url=https://iapp.dztv.tv/share/dHZsLTE3OS0yMQ.html	https://iapp.dztv.tv/tv-web/js/tv/iapp/live.html?url=https://iapp.dztv.tv/share/dHZsLTE3OS0yMQ.html
404	tv.yml	山东频道	夏津公共	https://iapp.dztv.tv/tv-web/js/tv/iapp/live.html?url=https://iapp.dztv.tv/share/dHZsLTE3OS0yMw.html	https://iapp.dztv.tv/tv-web/js/tv/iapp/live.html?url=https://iapp.dztv.tv/share/dHZsLTE3OS0yMw.html
404	tv.yml	山东频道	禹城综合	https://iapp.dztv.tv/tv-web/js/tv/iapp/live.html?url=https://iapp.dztv.tv/share/dHZsLTE3OS00OA.html	https://iapp.dztv.tv/tv-web/js/tv/iapp/live.html?url=https://iapp.dztv.tv/share/dHZsLTE3OS00OA.html
404	tv.yml	山东频道	禹城综艺	https://iapp.dztv.tv/tv-web/js/tv/iapp/live.html?url=https://iapp.dztv.tv/share/dHZsLTE3OS01MA.html	https://iapp.dztv.tv/tv-web/js/tv/iapp/live.html?url=https://iapp.dztv.tv/share/dHZsLTE3OS01MA.html
404	tv.yml	山东频道	成武综合	https://iapp.cwcmc.cn/tv-web/js/tv/iapp/live.html?url=https://iapp.cwcmc.cn/share/dHZsLTEzMS0x.html	https://iapp.cwcmc.cn/tv-web/js/tv/iapp/live.html?url=https://iapp.cwcmc.cn/share/dHZsLTEzMS0x.html
404	tv.yml	山东频道	成武综艺	https://iapp.cwcmc.cn/tv-web/js/tv/iapp/live.html?url=https://iapp.cwcmc.cn/share/dHZsLTEzMS0y.html	https://iapp.cwcmc.cn/tv-web/js/tv/iapp/live.html?url=https://iapp.cwcmc.cn/share/dHZsLTEzMS0y.html
404	tv.yml	山东频道	曹县综合	https://iapp.caoxianrongmei.cn/tv-web/js/tv/iapp/live.html?url=https://iapp.caoxianrongmei.cn/share/dHZsLTg3LTI.html	https://iapp.caoxianrongmei.cn/tv-web/js/tv/iapp/live.html?url=https://iapp.caoxianrongmei.cn/share/dHZsLTg3LTI.html
404	tv.yml	山东频道	东明新闻综合	https://iapp.dongmingrongmei.cn/tv-web/js/tv/iapp/live.html?url=https://iapp.dongmingrongmei.cn/share/dHZsLTExMS0y.html	https://iapp.dongmingrongmei.cn/tv-web/js/tv/iapp/live.html?url=https://iapp.dongmingrongmei.cn/share/dHZsLTExMS0y.html
404	tv.yml	山东频道	定陶新闻	https://iapp.aidingtao.cn/tv-web/js/tv/iapp/live.html?url=https://iapp.aidingtao.cn/share/dHZsLTI3LTc.html	https://iapp.aidingtao.cn/tv-web/js/tv/iapp/live.html?url=https://iapp.aidingtao.cn/share/dHZsLTI3LTc.html
404	tv.yml	山东频道	巨野新闻	https://iapp.juyerongmei.cn/tv-web/js/tv/iapp/live.html?url=https://iapp.juyerongmei.cn/share/dHZsLTEzOS0x.html	https://iapp.juyerongmei.cn/tv-web/js/tv/iapp/live.html?url=https://iapp.juyerongmei.cn/share/dHZsLTEzOS0x.html
404	tv.yml	山东频道	牡丹区新闻综合	https://iapp.hzmdrm.cn/tv-web/js/tv/iapp/live.html?url=https://iapp.hzmdrm.cn/share/dHZsLTIxOS02.html	https://iapp.hzmdrm.cn/tv-web/js/tv/iapp/live.html?url=https://iapp.hzmdrm.cn/share/dHZsLTIxOS02.html
404	tv.yml	山东频道	牡丹区综艺	https://iapp.hzmdrm.cn/tv-web/js/tv/iapp/live.html?url=https://iapp.hzmdrm.cn/share/dHZsLTIxOS0xNw.html	https://iapp.hzmdrm.cn/tv-web/js/tv/iapp/live.html?url=https://iapp.hzmdrm.cn/share/dHZsLTIxOS0xNw.html
404	tv.yml	山东频道	单县综合	https://iapp.sdmlsz.com/tv-web/js/tv/iapp/live.html?url=https://iapp.sdmlsz.com/share/dHZsLTE1NS0y.html	https://iapp.sdmlsz.com/tv-web/js/tv/iapp/live.html?url=https://iapp.sdmlsz.com/share/dHZsLTE1NS0y.html
404	tv.yml	山东频道	郓城新闻	https://iapp.ycrmtzx.com.cn/tv-web/js/tv/iapp/live.html?url=https://iapp.ycrmtzx.com.cn/share/dHZsLTEzNS0z.html	https://iapp.ycrmtzx.com.cn/tv-web/js/tv/iapp/live.html?url=https://iapp.ycrmtzx.com.cn/share/dHZsLTEzNS0z.html
404	tv.yml	山东频道	郓城综艺	https://iapp.ycrmtzx.com.cn/tv-web/js/tv/iapp/live.html?url=https://iapp.ycrmtzx.com.cn/share/dHZsLTEzNS0y.html	https://iapp.ycrmtzx.com.cn/tv-web/js/tv/iapp/live.html?url=https://iapp.ycrmtzx.com.cn/share/dHZsLTEzNS0y.html
404	tv.yml	山东频道	金乡综合	https://iapp.jxrm.net/tv-web/js/tv/iapp/live.html?url=https://iapp.jxrm.net/share/dHZsLTEyOS0y.html	https://iapp.jxrm.net/tv-web/js/tv/iapp/live.html?url=https://iapp.jxrm.net/share/dHZsLTEyOS0y.html
404	tv.yml	山东频道	金乡生活	https://iapp.jxrm.net/tv-web/js/tv/iapp/live.html?url=https://iapp.jxrm.net/share/dHZsLTEyOS00.html	https://iapp.jxrm.net/tv-web/js/tv/iapp/live.html?url=https://iapp.jxrm.net/share/dHZsLTEyOS00.html
404	tv.yml	山东频道	梁山综合	https://iapp.lsrmapp.com/tv-web/js/tv/iapp/live.html?url=https://iapp.lsrmapp.com/share/dHZsLTg5LTE.html	https://iapp.lsrmapp.com/tv-web/js/tv/iapp/live.html?url=https://iapp.lsrmapp.com/share/dHZsLTg5LTE.html
404	tv.yml	山东频道	曲阜新闻综合	https://iapp.jinriqufu.com/tv-web/js/tv/iapp/live.html?url=https://iapp.jinriqufu.com/share/dHZsLTEzLTE.html	https://iapp.jinriqufu.com/tv-web/js/tv/iapp/live.html?url=https://iapp.jinriqufu.com/share/dHZsLTEzLTE.html
404	tv.yml	山东频道	任城新闻综合	https://iapp.rcrmt.cn/tv-web/js/tv/iapp/live.html?url=https://iapp.rcrmt.cn/share/dHZsLTczLTg.html	https://iapp.rcrmt.cn/tv-web/js/tv/iapp/live.html?url=https://iapp.rcrmt.cn/share/dHZsLTczLTg.html
404	tv.yml	山东频道	任城影视娱乐	https://iapp.rcrmt.cn/tv-web/js/tv/iapp/live.html?url=https://iapp.rcrmt.cn/share/dHZsLTczLTk.html	https://iapp.rcrmt.cn/tv-web/js/tv/iapp/live.html?url=https://iapp.rcrmt.cn/share/dHZsLTczLTk.html
404	tv.yml	山东频道	泗水新闻综合	https://iapp.sishuitv.com/tv-web/js/tv/iapp/live.html?url=https://iapp.sishuitv.com/share/dHZsLTExNy01.html	https://iapp.sishuitv.com/tv-web/js/tv/iapp/live.html?url=https://iapp.sishuitv.com/share/dHZsLTExNy01.html
404	tv.yml	山东频道	泗水文化生活	https://iapp.sishuitv.com/tv-web/js/tv/iapp/live.html?url=https://iapp.sishuitv.com/share/dHZsLTExNy02.html	https://iapp.sishuitv.com/tv-web/js/tv/iapp/live.html?url=https://iapp.sishuitv.com/share/dHZsLTExNy02.html
